	leaf_8	leaf_16	leaf_3	leaf_13	leaf_17	leaf_11	leaf_4	leaf_14	leaf_12	leaf_5	leaf_20	leaf_10	leaf_1	leaf_6	leaf_15	leaf_18	leaf_7	leaf_19	leaf_2	leaf_9
leaf_8	0.6950000000000001	0.678	0.536	0.536	0.536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_16	0.678	0.6950000000000001	0.536	0.536	0.536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_3	0.536	0.536	0.6950000000000001	0.647	0.647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_13	0.536	0.536	0.647	0.6950000000000001	0.684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_17	0.536	0.536	0.647	0.684	0.6950000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_11	0.0	0.0	0.0	0.0	0.0	0.6950000000000001	0.6890000000000001	0.6890000000000001	0.658	0.658	0.658	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112
leaf_4	0.0	0.0	0.0	0.0	0.0	0.6890000000000001	0.6950000000000001	0.6940000000000001	0.658	0.658	0.658	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112
leaf_14	0.0	0.0	0.0	0.0	0.0	0.6890000000000001	0.6940000000000001	0.6950000000000001	0.658	0.658	0.658	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112
leaf_12	0.0	0.0	0.0	0.0	0.0	0.658	0.658	0.658	0.6940000000000001	0.678	0.678	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112
leaf_5	0.0	0.0	0.0	0.0	0.0	0.658	0.658	0.658	0.678	0.6940000000000001	0.6900000000000001	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112
leaf_20	0.0	0.0	0.0	0.0	0.0	0.658	0.658	0.658	0.678	0.6900000000000001	0.6940000000000001	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112	0.112
leaf_10	0.0	0.0	0.0	0.0	0.0	0.112	0.112	0.112	0.112	0.112	0.112	0.695	0.6469999999999999	0.6469999999999999	0.291	0.291	0.291	0.291	0.291	0.291
leaf_1	0.0	0.0	0.0	0.0	0.0	0.112	0.112	0.112	0.112	0.112	0.112	0.6469999999999999	0.695	0.66	0.291	0.291	0.291	0.291	0.291	0.291
leaf_6	0.0	0.0	0.0	0.0	0.0	0.112	0.112	0.112	0.112	0.112	0.112	0.6469999999999999	0.66	0.695	0.291	0.291	0.291	0.291	0.291	0.291
leaf_15	0.0	0.0	0.0	0.0	0.0	0.112	0.112	0.112	0.112	0.112	0.112	0.291	0.291	0.291	0.695	0.6	0.363	0.363	0.363	0.363
leaf_18	0.0	0.0	0.0	0.0	0.0	0.112	0.112	0.112	0.112	0.112	0.112	0.291	0.291	0.291	0.6	0.695	0.363	0.363	0.363	0.363
leaf_7	0.0	0.0	0.0	0.0	0.0	0.112	0.112	0.112	0.112	0.112	0.112	0.291	0.291	0.291	0.363	0.363	0.695	0.43999999999999995	0.43999999999999995	0.43999999999999995
leaf_19	0.0	0.0	0.0	0.0	0.0	0.112	0.112	0.112	0.112	0.112	0.112	0.291	0.291	0.291	0.363	0.363	0.43999999999999995	0.695	0.626	0.626
leaf_2	0.0	0.0	0.0	0.0	0.0	0.112	0.112	0.112	0.112	0.112	0.112	0.291	0.291	0.291	0.363	0.363	0.43999999999999995	0.626	0.695	0.6849999999999999
leaf_9	0.0	0.0	0.0	0.0	0.0	0.112	0.112	0.112	0.112	0.112	0.112	0.291	0.291	0.291	0.363	0.363	0.43999999999999995	0.626	0.6849999999999999	0.695
