"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.574,0.504,0,0.193,0.193,0.507,0.507,0.193,0.517,0.193,0.193,0.507,0.193,0.554,0.507,0,0.193,0,0.193,0.507
"leaf_2",0.504,0.575,0,0.193,0.193,0.504,0.504,0.193,0.504,0.193,0.193,0.504,0.193,0.504,0.504,0,0.193,0,0.193,0.504
"leaf_3",0,0,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0,0.563,0,0
"leaf_4",0.193,0.193,0,0.575,0.479,0.193,0.193,0.415,0.193,0.528,0.415,0.193,0.479,0.193,0.193,0,0.489,0,0.415,0.193
"leaf_5",0.193,0.193,0,0.479,0.575,0.193,0.193,0.415,0.193,0.479,0.415,0.193,0.574,0.193,0.193,0,0.479,0,0.415,0.193
"leaf_6",0.507,0.504,0,0.193,0.193,0.574,0.514,0.193,0.507,0.193,0.193,0.553,0.193,0.507,0.514,0,0.193,0,0.193,0.514
"leaf_7",0.507,0.504,0,0.193,0.193,0.514,0.574,0.193,0.507,0.193,0.193,0.514,0.193,0.507,0.554,0,0.193,0,0.193,0.533
"leaf_8",0.193,0.193,0,0.415,0.415,0.193,0.193,0.574,0.193,0.415,0.548,0.193,0.415,0.193,0.193,0,0.415,0,0.569,0.193
"leaf_9",0.517,0.504,0,0.193,0.193,0.507,0.507,0.193,0.574,0.193,0.193,0.507,0.193,0.517,0.507,0,0.193,0,0.193,0.507
"leaf_10",0.193,0.193,0,0.528,0.479,0.193,0.193,0.415,0.193,0.575,0.415,0.193,0.479,0.193,0.193,0,0.489,0,0.415,0.193
"leaf_11",0.193,0.193,0,0.415,0.415,0.193,0.193,0.548,0.193,0.415,0.574,0.193,0.415,0.193,0.193,0,0.415,0,0.548,0.193
"leaf_12",0.507,0.504,0,0.193,0.193,0.553,0.514,0.193,0.507,0.193,0.193,0.574,0.193,0.507,0.514,0,0.193,0,0.193,0.514
"leaf_13",0.193,0.193,0,0.479,0.574,0.193,0.193,0.415,0.193,0.479,0.415,0.193,0.575,0.193,0.193,0,0.479,0,0.415,0.193
"leaf_14",0.554,0.504,0,0.193,0.193,0.507,0.507,0.193,0.517,0.193,0.193,0.507,0.193,0.574,0.507,0,0.193,0,0.193,0.507
"leaf_15",0.507,0.504,0,0.193,0.193,0.514,0.554,0.193,0.507,0.193,0.193,0.514,0.193,0.507,0.574,0,0.193,0,0.193,0.533
"leaf_16",0,0,0.563,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,0.571,0,0
"leaf_17",0.193,0.193,0,0.489,0.479,0.193,0.193,0.415,0.193,0.489,0.415,0.193,0.479,0.193,0.193,0,0.575,0,0.415,0.193
"leaf_18",0,0,0.563,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0,0.574,0,0
"leaf_19",0.193,0.193,0,0.415,0.415,0.193,0.193,0.569,0.193,0.415,0.548,0.193,0.415,0.193,0.193,0,0.415,0,0.574,0.193
"leaf_20",0.507,0.504,0,0.193,0.193,0.514,0.533,0.193,0.507,0.193,0.193,0.514,0.193,0.507,0.533,0,0.193,0,0.193,0.574
