	leaf_2	leaf_5	leaf_12	leaf_3	leaf_14	leaf_17	leaf_19	leaf_13	leaf_6	leaf_16	leaf_11	leaf_8	leaf_4	leaf_20	leaf_10	leaf_15	leaf_7	leaf_18	leaf_1	leaf_9
leaf_2	1.224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_5	0.0	1.224	1.175	1.175	1.175	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218
leaf_12	0.0	1.175	1.224	1.21	1.21	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218
leaf_3	0.0	1.175	1.21	1.224	1.221	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218
leaf_14	0.0	1.175	1.21	1.221	1.224	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218
leaf_17	0.0	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.225	1.21	1.159	1.159	1.159	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218
leaf_19	0.0	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.21	1.225	1.159	1.159	1.159	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218
leaf_13	0.0	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.159	1.159	1.224	1.167	1.167	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218
leaf_6	0.0	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.159	1.159	1.167	1.224	1.223	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218
leaf_16	0.0	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.1300000000000001	1.159	1.159	1.167	1.223	1.224	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218
leaf_11	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.2229999999999999	1.1320000000000001	1.1320000000000001	1.1320000000000001	1.088	1.088	1.088	1.088	1.088	1.088
leaf_8	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.1320000000000001	1.2229999999999999	1.208	1.208	1.088	1.088	1.088	1.088	1.088	1.088
leaf_4	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.1320000000000001	1.208	1.2229999999999999	1.222	1.088	1.088	1.088	1.088	1.088	1.088
leaf_20	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.1320000000000001	1.208	1.222	1.2229999999999999	1.088	1.088	1.088	1.088	1.088	1.088
leaf_10	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.088	1.088	1.088	1.088	1.2229999999999999	1.199	1.101	1.101	1.101	1.101
leaf_15	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.088	1.088	1.088	1.088	1.199	1.2229999999999999	1.101	1.101	1.101	1.101
leaf_7	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.088	1.088	1.088	1.088	1.101	1.101	1.2229999999999999	1.214	1.165	1.165
leaf_18	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.088	1.088	1.088	1.088	1.101	1.101	1.214	1.2229999999999999	1.165	1.165
leaf_1	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.088	1.088	1.088	1.088	1.101	1.101	1.165	1.165	1.2229999999999999	1.198
leaf_9	0.0	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	0.218	1.088	1.088	1.088	1.088	1.101	1.101	1.165	1.165	1.198	1.2229999999999999
