	leaf_2	leaf_6	leaf_11	leaf_12	leaf_20	leaf_7	leaf_5	leaf_16	leaf_3	leaf_18	leaf_13	leaf_14	leaf_9	leaf_10	leaf_8	leaf_17	leaf_1	leaf_19	leaf_4	leaf_15
leaf_2	0.923	0.921	0.437	0.437	0.437	0.437	0.437	0.437	0.437	0.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_6	0.921	0.923	0.437	0.437	0.437	0.437	0.437	0.437	0.437	0.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_11	0.437	0.437	0.923	0.909	0.8180000000000001	0.8180000000000001	0.8180000000000001	0.8180000000000001	0.8180000000000001	0.8180000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_12	0.437	0.437	0.909	0.923	0.8180000000000001	0.8180000000000001	0.8180000000000001	0.8180000000000001	0.8180000000000001	0.8180000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	0.437	0.437	0.8180000000000001	0.8180000000000001	0.9219999999999999	0.871	0.871	0.871	0.871	0.871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_7	0.437	0.437	0.8180000000000001	0.8180000000000001	0.871	0.9219999999999999	0.877	0.877	0.877	0.877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_5	0.437	0.437	0.8180000000000001	0.8180000000000001	0.871	0.877	0.9219999999999999	0.9099999999999999	0.9099999999999999	0.9099999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_16	0.437	0.437	0.8180000000000001	0.8180000000000001	0.871	0.877	0.9099999999999999	0.9219999999999999	0.913	0.913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_3	0.437	0.437	0.8180000000000001	0.8180000000000001	0.871	0.877	0.9099999999999999	0.913	0.9219999999999999	0.921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_18	0.437	0.437	0.8180000000000001	0.8180000000000001	0.871	0.877	0.9099999999999999	0.913	0.921	0.9219999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.923	0.789	0.789	0.789	0.325	0.325	0.325	0.325	0.325	0.325
leaf_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.789	0.923	0.9000000000000001	0.9000000000000001	0.325	0.325	0.325	0.325	0.325	0.325
leaf_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.789	0.9000000000000001	0.923	0.901	0.325	0.325	0.325	0.325	0.325	0.325
leaf_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.789	0.9000000000000001	0.901	0.923	0.325	0.325	0.325	0.325	0.325	0.325
leaf_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.325	0.325	0.325	0.9219999999999999	0.889	0.889	0.889	0.696	0.696
leaf_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.325	0.325	0.325	0.889	0.9219999999999999	0.8939999999999999	0.8939999999999999	0.696	0.696
leaf_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.325	0.325	0.325	0.889	0.8939999999999999	0.923	0.899	0.696	0.696
leaf_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.325	0.325	0.325	0.889	0.8939999999999999	0.899	0.923	0.696	0.696
leaf_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.325	0.325	0.325	0.696	0.696	0.696	0.696	0.923	0.8500000000000001
leaf_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.325	0.325	0.325	0.696	0.696	0.696	0.696	0.8500000000000001	0.923
