	leaf_15	leaf_17	leaf_10	leaf_18	leaf_20	leaf_11	leaf_3	leaf_14	leaf_6	leaf_7	leaf_9	leaf_13	leaf_5	leaf_4	leaf_12	leaf_8	leaf_16	leaf_19	leaf_1	leaf_2
leaf_15	0.542	0.541	0.263	0.263	0.263	0.263	0.263	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_17	0.541	0.542	0.263	0.263	0.263	0.263	0.263	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_10	0.263	0.263	0.5409999999999999	0.439	0.439	0.439	0.439	0.439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_18	0.263	0.263	0.439	0.541	0.497	0.442	0.442	0.442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	0.263	0.263	0.439	0.497	0.541	0.442	0.442	0.442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_11	0.263	0.263	0.439	0.442	0.442	0.541	0.494	0.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_3	0.263	0.263	0.439	0.442	0.442	0.494	0.541	0.532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_14	0.263	0.263	0.439	0.442	0.442	0.494	0.532	0.541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.541	0.528	0.476	0.476	0.381	0.381	0.381	0.11	0.11	0.11	0.11	0.11
leaf_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.528	0.541	0.476	0.476	0.381	0.381	0.381	0.11	0.11	0.11	0.11	0.11
leaf_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.476	0.476	0.542	0.521	0.381	0.381	0.381	0.11	0.11	0.11	0.11	0.11
leaf_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.476	0.476	0.521	0.542	0.381	0.381	0.381	0.11	0.11	0.11	0.11	0.11
leaf_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.381	0.381	0.381	0.381	0.541	0.464	0.464	0.11	0.11	0.11	0.11	0.11
leaf_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.381	0.381	0.381	0.381	0.464	0.541	0.513	0.11	0.11	0.11	0.11	0.11
leaf_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.381	0.381	0.381	0.381	0.464	0.513	0.541	0.11	0.11	0.11	0.11	0.11
leaf_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.542	0.525	0.342	0.342	0.342
leaf_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.525	0.542	0.342	0.342	0.342
leaf_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.342	0.342	0.542	0.433	0.433
leaf_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.342	0.342	0.433	0.542	0.487
leaf_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.342	0.342	0.433	0.487	0.542
