	leaf_20	leaf_2	leaf_19	leaf_12	leaf_17	leaf_4	leaf_5	leaf_8	leaf_6	leaf_18	leaf_7	leaf_10	leaf_1	leaf_15	leaf_11	leaf_16	leaf_9	leaf_14	leaf_3	leaf_13
leaf_20	1.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_2	0.0	1.041	1.04	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424
leaf_19	0.0	1.04	1.041	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424
leaf_12	0.0	0.424	0.424	1.041	1.028	0.962	0.962	0.962	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597
leaf_17	0.0	0.424	0.424	1.028	1.041	0.962	0.962	0.962	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597
leaf_4	0.0	0.424	0.424	0.962	0.962	1.041	0.976	0.976	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597
leaf_5	0.0	0.424	0.424	0.962	0.962	0.976	1.041	1.024	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597
leaf_8	0.0	0.424	0.424	0.962	0.962	0.976	1.024	1.041	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597
leaf_6	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	1.041	0.944	0.944	0.944	0.806	0.806	0.806	0.806	0.806	0.806	0.806	0.806
leaf_18	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.944	1.041	0.9909999999999999	0.9909999999999999	0.806	0.806	0.806	0.806	0.806	0.806	0.806	0.806
leaf_7	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.944	0.9909999999999999	1.041	1.024	0.806	0.806	0.806	0.806	0.806	0.806	0.806	0.806
leaf_10	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.944	0.9909999999999999	1.024	1.041	0.806	0.806	0.806	0.806	0.806	0.806	0.806	0.806
leaf_1	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.806	0.806	0.806	0.806	1.0399999999999998	0.996	0.876	0.876	0.876	0.876	0.876	0.876
leaf_15	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.806	0.806	0.806	0.806	0.996	1.0399999999999998	0.876	0.876	0.876	0.876	0.876	0.876
leaf_11	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.806	0.806	0.806	0.806	0.876	0.876	1.041	0.911	0.911	0.911	0.911	0.911
leaf_16	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.806	0.806	0.806	0.806	0.876	0.876	0.911	1.041	0.9299999999999999	0.9299999999999999	0.9299999999999999	0.9299999999999999
leaf_9	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.806	0.806	0.806	0.806	0.876	0.876	0.911	0.9299999999999999	1.04	1.039	1.006	1.006
leaf_14	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.806	0.806	0.806	0.806	0.876	0.876	0.911	0.9299999999999999	1.039	1.04	1.006	1.006
leaf_3	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.806	0.806	0.806	0.806	0.876	0.876	0.911	0.9299999999999999	1.006	1.006	1.041	1.022
leaf_13	0.0	0.424	0.424	0.597	0.597	0.597	0.597	0.597	0.806	0.806	0.806	0.806	0.876	0.876	0.911	0.9299999999999999	1.006	1.006	1.022	1.041
